SID,corr,p
sid1346,0.26892117781412,0.000441269832145
sid1530,0.268871544446884,0.000206632810045
sid336,0.266874917952753,0.000329752032795
sid819,0.266024364769376,0.000388228507294
sid335,0.265816671804917,0.001137560787712
sid1944,0.264694382058936,0.000232618359258
sid1218,0.263701251288589,0.002739152969335
sid606,0.263112879292452,0.000690458831745
sid1755,0.262039273314901,0.002058187631192
sid1498,0.261959856519946,0.02967705121537
sid1130,0.261549918377365,0.000421065725545
sid133,0.261434542028231,9.74240427543807E-05
sid574,0.261433997655343,0.002279185727934
sid798,0.259854793402055,0.000210154917742
sid866,0.258569669009943,0.00066273645103
sid1104,0.258081279426236,0.000208671846222
sid1210,0.257681952713567,0.000966670908799
sid377,0.2570666518627,0.000890861744514
sid289,0.255497796116477,0.002887118472744
sid886,0.255353067765515,0.002008946736522
sid470,0.253623055879083,0.00186888022849
sid48,0.253614075199417,0.000635913110202
sid424,0.252562181071877,0.013044009873573
sid1330,0.252195481685283,0.000815911612408
sid1782,0.251881040894245,0.005720320055247
sid1945,0.249802960009244,0.000605391042452
sid1914,0.249256352768807,0.005833158501424
sid1385,0.247074218267122,0.000271235437402
sid622,0.24565871745217,0.001201105960369
sid1201,0.244815237074994,0.001209172958767
sid31,0.243228686104534,0.001815910765969
sid254,0.241610364959775,0.001362731694486
sid1317,0.240630484777288,0.14004447626053
sid493,0.240214011832854,0.001766918989577
sid409,0.240008273832185,0.003641056765796
sid1850,0.235545736925969,0.002889168844032
sid156,0.234282621597072,0.018367577511065
sid1709,0.233520867787974,0.000523988218869
sid1272,0.233499659470186,0.001019048428208
sid40,0.23320561397181,0.000973904223356
sid1676,0.232029641098174,0.008939750229423
sid251,0.231017108819312,0.005179423334046
sid6,0.230717895959131,0.146698668966067
sid1807,0.229699590472923,0.002584955433639
sid940,0.228144115096874,0.001124398867659
sid1338,0.228083503208209,0.061387448727664
sid83,0.227631164028491,0.024937566795122
sid845,0.227529880930087,0.006094910230734
sid1821,0.226986171171239,0.011928829123673
sid429,0.225685310762472,0.00461451113061
sid1200,0.225642322333327,0.004002268143322
sid54,0.225300578621343,0.001068199133466
sid1318,0.224792913492391,0.157649145568305
sid1840,0.223706689848907,0.00109877106318
sid1070,0.222826503438666,0.003302692947986
sid591,0.222760226467412,0.006502614382527
sid1316,0.221697631815095,0.005411975554538
sid116,0.221183323899409,0.010512393709659
sid1851,0.220703466226357,0.006288806354807
sid1442,0.218677346682258,0.003951870484964
sid1268,0.218018709564601,0.019792721024106
sid1481,0.217919854668801,0.013847108014838
sid1329,0.217846707999849,0.074325361372873
sid537,0.217328399480503,0.0113418599016
sid1020,0.2173139779837,0.006784191581702
sid912,0.216756645512181,0.011564518989331
sid467,0.216457413088766,0.004013081753581
sid1098,0.216450470462974,0.00967442068284
sid674,0.216187313567206,0.012444282605612
sid178,0.215955711729584,0.004678170051174
sid1334,0.214455056941526,0.086259990354467
sid1364,0.214276959307082,0.004077455204631
sid514,0.214261387817194,0.004892360692435
sid78,0.213470217103166,0.185969252085152
sid496,0.210617381182954,0.014577985886632
sid1146,0.20943894694281,0.010362459428632
sid1950,0.208602685299489,0.184925612622918
sid1438,0.208267438156698,0.009308793687161
sid857,0.207621508828566,0.004683901902264
sid77,0.205521854432886,0.005920944755983
sid1642,0.205407098198954,0.004261062563533
sid225,0.204699906086665,0.018550515497525
sid236,0.203419497495698,0.010119161757304
sid1209,0.200674408649723,0.007070901832645
sid1743,0.199861336651777,0.014202238979357
sid374,0.199133447709103,0.007363601733755
sid1873,0.196674610436315,0.013257675159522
sid458,0.196617940277575,0.017774280422501
sid1157,0.195529842831852,0.004960097755465
sid266,0.19477561231556,0.269653930571549
sid1703,0.194404096291632,0.00704222351456
sid81,0.193821174533545,0.016016176161913
sid190,0.193241149130795,0.022162754721441
sid506,0.19207798748608,0.016650611102502
sid1750,0.191448610640705,0.026694603128439
sid1635,0.191153913606143,0.012524072015172
sid1441,0.191144918020335,0.015799039050063
sid1929,0.190468535848972,0.024709489020423
sid1471,0.189480521072606,0.014186910270095
sid1343,0.188988140402253,0.119892424011491
sid983,0.188232699045962,0.0243637472677
sid1558,0.187335948244159,0.020406835238877
sid679,0.187088693136337,0.006292957087476
sid1685,0.187028137609242,0.029239076369494
sid184,0.186099213184318,0.023536070316059
sid1918,0.185891868433808,0.014337995019123
sid558,0.184970935456606,0.056472108363446
sid967,0.184848078866193,0.022617726378517
sid1088,0.184802610712261,0.02768557813498
sid162,0.184393854281783,0.012220278735559
sid263,0.183287630948028,0.026799144741658
sid1282,0.182803413371899,0.018766367739971
sid502,0.182671087024464,0.133011531175322
sid375,0.182511408428368,0.079944023515505
sid1213,0.181613530198501,0.04904191600707
sid187,0.181288435450137,0.054649765084989
sid1986,0.181072730162323,0.020714640610066
sid1960,0.18081764490205,0.012777932913072
sid1294,0.180698331066294,0.008205782570636
sid238,0.179902730807252,0.026567952469837
sid152,0.179690843249984,0.148822380031795
sid379,0.177858740822985,0.021474083048881
sid1147,0.177324187523259,0.010972891348816
sid366,0.17690082909714,0.145918839348757
sid1639,0.175592745877339,0.020472761072676
sid1245,0.17518292579701,0.021919296984607
sid1506,0.174594716618069,0.02979470373072
sid1419,0.173429904157463,0.043468260684835
sid478,0.172971387941555,0.023673639546781
sid360,0.172455655262326,0.059629781969782
sid943,0.171795849419213,0.0497553728861
sid1324,0.171675434558379,0.0332616767228
sid1275,0.170424645164765,0.01583316145902
sid938,0.169871841508343,0.046382872276185
sid1794,0.169330906357046,0.038311511216634
sid1808,0.167974597847727,0.02903595063418
sid1172,0.167868220815377,0.030629538119608
sid777,0.167739800026085,0.029754237978921
sid1017,0.166978658379014,0.018710304744166
sid951,0.166735951727127,0.026117666238631
sid1402,0.16473982828417,0.021032918179203
sid878,0.164211497039213,0.050844772105798
sid208,0.163756644534823,0.017281399525643
sid1090,0.163393171772601,0.052874244374838
sid1680,0.163169279340581,0.032460356050226
sid1482,0.162785872884959,0.102108183572864
sid182,0.162273551361571,0.051990683773429
sid773,0.161010240268065,0.113234349989431
sid1816,0.160464988315889,0.037152215431505
sid1300,0.1593352827116,0.082160678321285
sid1765,0.159219066741486,0.191292561260237
sid832,0.157331966960062,0.074967730287376
sid925,0.157265104906602,0.051433332403417
sid1023,0.156493034131508,0.0421691625746
sid560,0.155071552463359,0.063470171268077
sid1043,0.15472382461028,0.076491330382448
sid1723,0.154237074428879,0.055342843553474
sid1646,0.15414271400297,0.034682853026483
sid542,0.154098979599335,0.036233936773466
sid1013,0.153569242315038,0.028705605806565
sid1868,0.152601735410325,0.031850038575484
sid1641,0.152104924919293,0.069752636669024
sid1656,0.151800914407691,0.057712662888697
sid627,0.151789127683211,0.048160322880396
sid1716,0.151616070040399,0.03780037273478
sid1535,0.150834428241108,0.063612285795076
sid569,0.15028957147975,0.067328733468377
sid949,0.148658921441279,0.038573594249745
sid598,0.147848806915536,0.074927316680518
sid874,0.147530264201788,0.057090681708567
sid1637,0.147471830818339,0.038638673711892
sid425,0.145773052231926,0.092835619124347
sid378,0.144948635661684,0.065718305339579
sid902,0.144763579890735,0.095144552680034
sid842,0.144205566915081,0.092720821057373
sid1618,0.143672544195874,0.055021374447478
sid1032,0.143358276375582,0.043917542796513
sid1260,0.143256430181071,0.052379662635557
sid1464,0.142999559804245,0.186394261891961
sid1803,0.142659747199284,0.074689711383316
sid492,0.142038143935603,0.150347003197597
sid462,0.141004786966095,0.070839288781058
sid1377,0.140988730944108,0.068319210251356
sid1725,0.140165648317445,0.0761607693291
sid1298,0.13958583305869,0.069455210096202
sid400,0.139197701572938,0.079177527305346
sid3,0.139114294409281,0.073853370985424
sid1126,0.138704135626147,0.067161399602581
sid1021,0.138680429441084,0.255779782968056
sid931,0.138547042623366,0.118845960729707
sid623,0.136633538087592,0.076499175030699
sid17,0.136558416175248,0.117031849740804
sid150,0.136073974644911,0.122664212080887
sid398,0.135261174210609,0.126425364484954
sid1647,0.134914117840966,0.093110971678338
sid272,0.134748784425708,0.101328368945678
sid578,0.134739631816484,0.091428760930171
sid1633,0.134601325673991,0.153344551145444
sid334,0.133633825462334,0.082331113041339
sid673,0.1335599915036,0.060673200764434
sid540,0.133510979644826,0.090312814087772
sid482,0.133473116272131,0.095611062490443
sid1659,0.132785634753138,0.070800401023995
sid1261,0.13271579656377,0.276993675415941
sid1892,0.132249716708919,0.080173114656823
sid1713,0.132035827274621,0.106076074052942
sid747,0.131547276182459,0.11475160940787
sid1662,0.131395347086653,0.106618179011371
sid1042,0.131086160770832,0.118630820505672
sid820,0.130016867716544,0.05414715516707
sid1915,0.129970198608256,0.098208854778357
sid434,0.129329136164679,0.107595718471837
sid204,0.129236286572636,0.141243178827731
sid1350,0.128730475734563,0.10363983620425
sid1923,0.127165685204434,0.112490262561564
sid295,0.126140987331225,0.110834386365071
sid1648,0.12564955051657,0.078521188310785
sid981,0.125577358348879,0.132316816234808
sid504,0.125347327125014,0.196151365128113
sid642,0.125158753352496,0.073763005316827
sid35,0.125090452713037,0.088906534239957
sid74,0.12466311160558,0.085745858168837
sid52,0.124573781366528,0.089371578753574
sid648,0.123858214166946,0.146312602254892
sid1555,0.123616482704038,0.122963117439614
sid658,0.123467530613977,0.216336173042396
sid1512,0.123357101913154,0.158783873242564
sid1925,0.122932164302311,0.12629455037214
sid1180,0.12191875647422,0.107993629357619
sid283,0.121291889713958,0.124165654356905
sid1019,0.120260301349149,0.102984566071186
sid871,0.119875395387735,0.127461280948514
sid1103,0.119777427129359,0.119757852674849
sid970,0.119761492028795,0.090374990788331
sid391,0.118585751126339,0.139079892663571
sid1486,0.117519723028809,0.095777053128
sid421,0.11727411682021,0.142246472151607
sid1001,0.116676662707952,0.153663407308462
sid944,0.116417169619722,0.129431674763251
sid1942,0.11629144444395,0.163636337716076
sid1780,0.115893083049122,0.120275203063144
sid1247,0.115755819838133,0.114650357332963
sid691,0.115670715280677,0.224559852576043
sid1456,0.115467845927913,0.138495418080761
sid473,0.114703352222747,0.168015843585081
sid9,0.114242452786426,0.159688331737999
sid562,0.113698092454679,0.143463046241439
sid756,0.11293433264567,0.229478120738583
sid240,0.112047778646062,0.158351317818715
sid1928,0.111936839925117,0.135748088961731
sid698,0.111668443746592,0.147121374178364
sid919,0.1103253044672,0.118038104631272
sid1398,0.109640769507049,0.314934498287717
sid383,0.109423491672456,0.122972204881495
sid1610,0.109348741390581,0.143951771868849
sid1117,0.109227034179653,0.173276135095008
sid882,0.108809007719211,0.403871515672558
sid1414,0.10870131640923,0.153358611983567
sid1429,0.10861462302377,0.109778266868514
sid51,0.108571804645981,0.183040077293512
sid666,0.108273000365094,0.125076099639935
sid250,0.108092227613552,0.133557436097747
sid185,0.107505389470714,0.188885963234797
sid605,0.10724891711335,0.220948309102346
sid4,0.105958372423936,0.185159926458801
sid1537,0.104633091843144,0.17449108176711
sid1331,0.103735997530134,0.238351366761131
sid1589,0.103565288634656,0.231951248175851
sid453,0.103012918365023,0.205111020673218
sid1099,0.103009454102877,0.192091599201825
sid774,0.102665238967163,0.203661987280475
sid1825,0.102239420899636,0.189943389473096
sid1734,0.100705205194464,0.206575361564161
sid288,0.100605665436277,0.266235057774603
sid1619,0.100389100316362,0.157246545931402
sid1044,0.099500777272692,0.20633667583723
sid1828,0.099117755162131,0.26001405247005
sid1520,0.098718467686742,0.200275946579103
sid386,0.098575449703143,0.230091376519483
sid1968,0.098430051267653,0.201600277844694
sid1848,0.098180519763117,0.18486777424509
sid1951,0.098168044798422,0.436580156728027
sid1759,0.097928519589788,0.254928333245522
sid1721,0.097548899572906,0.089532693862222
sid1691,0.096616514879672,0.189566711038768
sid529,0.096397104329067,0.327959257778032
sid906,0.096186048415548,0.274444438211216
sid1712,0.095083159553707,0.220199809614257
sid1151,0.094776433120008,0.19940375427406
sid1841,0.093962476601736,0.193681101933562
sid57,0.092000449088295,0.271079634138531
sid1606,0.091977141728629,0.240003384848128
sid1447,0.091854523803326,0.181709753517346
sid617,0.091800187050266,0.206573218801456
sid969,0.091367847596342,0.402781567826411
sid1353,0.091207333704797,0.238256731904722
sid338,0.090770686164201,0.214170848547143
sid1997,0.090679573780514,0.41491034667135
sid601,0.090567221187362,0.278647375268225
sid676,0.090243569798356,0.270476171483659
sid490,0.089952381758306,0.270423208273217
sid1953,0.089746574269652,0.335909726159096
sid427,0.088609121215633,0.329755057590221
sid1934,0.08860622624678,0.297851035908399
sid485,0.088566045678191,0.296320772097153
sid1999,0.08774026718425,0.265398805627704
sid837,0.086556838292142,0.312754196660618
sid956,0.085477816645556,0.295072106070936
sid1777,0.085284686596783,0.268818219356049
sid631,0.085214380101046,0.432594541837792
sid636,0.084871952039898,0.282904513161843
sid1387,0.084789468886516,0.206161641640742
sid107,0.084439821034481,0.316013724424725
sid948,0.083624198377297,0.236721543698793
sid451,0.083434707193173,0.369051053478015
sid1304,0.083097900756727,0.308771083202728
sid937,0.081717716083414,0.40955968656954
sid265,0.081679644846173,0.286790744767158
sid1681,0.081180951802277,0.268076729371412
sid1494,0.081081579614418,0.299046560495638
sid964,0.080830670583461,0.287615414258579
sid741,0.080792947604857,0.332335890565226
sid572,0.08032271276413,0.315742177286937
sid415,0.079968351991657,0.317888818596711
sid810,0.078568027934527,0.406020221516619
sid607,0.078567382042967,0.290423861544876
sid1967,0.078140305838868,0.335412522982565
sid1121,0.078084264335539,0.33897048555965
sid1296,0.077975739711057,0.29949536628711
sid1562,0.077804475689102,0.319066965303088
sid527,0.077757638783921,0.359409779090203
sid1110,0.077419211140484,0.255029290271087
sid494,0.076855230453157,0.359887241991413
sid1519,0.076441308176332,0.357448938964143
sid357,0.07633259045639,0.44803670955583
sid267,0.075872369076383,0.352870670559189
sid922,0.075564407930555,0.287571102684727
sid1961,0.07440025416416,0.34825550923987
sid1328,0.07308311487042,0.283811023631485
sid599,0.073041456281935,0.371173664607511
sid394,0.072597555865284,0.330090095624537
sid1922,0.072501151783499,0.471212829668808
sid1320,0.072479287698294,0.332231267427915
sid1434,0.072443838424047,0.355122361228303
sid145,0.072189949227205,0.396654284699167
sid359,0.072102609132629,0.348671708373499
sid847,0.071946414101701,0.326507673359806
sid60,0.071894783276366,0.374009209053632
sid1139,0.071821751403399,0.30257936154425
sid483,0.071793126691532,0.428138556268842
sid1500,0.071357873727915,0.382330183834032
sid488,0.071201901873968,0.413620994240757
sid1863,0.071010626872213,0.357470024403888
sid239,0.071000306687922,0.332925998225264
sid1751,0.069801701962921,0.444878821934094
sid508,0.069416738596714,0.400225537230029
sid1276,0.068992319237466,0.365682601306515
sid234,0.068399760134608,0.446641910615395
sid604,0.066146327365924,0.40894630845553
sid1012,0.06589011181559,0.409266914949753
sid88,0.06571135893903,0.432295121491777
sid952,0.065376371047108,0.388655527976417
sid1118,0.064848690714987,0.413764468666852
sid423,0.064766112060316,0.447104445524671
sid367,0.064143728878426,0.448219782931682
sid612,0.063229864763326,0.469653407069669
sid435,0.062894622136806,0.519845761442243
sid1671,0.062400696166184,0.421656706986341
sid1798,0.062399458032553,0.382483068824455
sid1605,0.06238308347773,0.428888336993256
sid1062,0.062342366946332,0.443941930223694
sid1052,0.061920659496202,0.555437874206683
sid1946,0.06164710379647,0.391923134131116
sid1392,0.061640571287504,0.441661986168466
sid1490,0.061373240150305,0.448079192698615
sid1831,0.061162899267429,0.448157106991873
sid172,0.060938059660946,0.532940040139523
sid1981,0.060723792492371,0.463466920792838
sid1854,0.060710781614818,0.489240180796801
sid621,0.060483755827278,0.482616331018742
sid933,0.059861681902895,0.420838614531898
sid1846,0.05948561150611,0.577571738258797
sid1811,0.059106454332602,0.452171394498847
sid290,0.058927653594504,0.460618912509818
sid697,0.057762147249377,0.454342714623986
sid1274,0.057760523566483,0.421312321567008
sid8,0.057548822182028,0.446750588020137
sid1859,0.057328021871108,0.508970910444229
sid1068,0.056644796889454,0.585592343025795
sid348,0.056555862912694,0.432271305259927
sid472,0.056480287747875,0.490933934586541
sid325,0.056137459217117,0.490677713347866
sid125,0.056058435744651,0.491289337636823
sid1679,0.055950355173659,0.425559558443884
sid322,0.055899769610964,0.49832550935983
sid579,0.055450204524888,0.477968565067996
sid1634,0.054672586127148,0.415475617391801
sid1233,0.054650832187944,0.476436934462387
sid1092,0.054205792509565,0.493288068568535
sid929,0.053707381574651,0.482806468875932
sid294,0.053051328918243,0.490739361859663
sid1014,0.052874273183361,0.536455453244165
sid1608,0.052679558929535,0.627965790770427
sid32,0.052598124306579,0.479474269318338
sid958,0.052267549488713,0.499741366377207
sid547,0.052188875209801,0.547739334260936
sid1701,0.051746071807196,0.47596319278713
sid888,0.051625282602831,0.502485582096926
sid1267,0.050111398116116,0.533108284185032
sid1106,0.050065127846578,0.559793439284315
sid539,0.04963340863855,0.521626195162632
sid1752,0.049487248314677,0.557239047594857
