,levetiracetam_50,iGCS-Total,DBP lowest (1st 24h),propofol_Hill,SBP lowest (1st 24h),levetiracetam_Hill,HR lowest (1st 24h),Worst GCS intub,valproate_Hill,phenobarbital_Hill,pentobarbital_Hill,pentobarbital_50,Worst GCS in 1st 24h,iGCS = T?,valproate_50,DBP highest (1st 24h),SBP highest (1st 24h),lacosamide_50,lacosamide_Hill,midazolam_Hill,APACHE II 1st 24h,premorbid MRS,phenobarbital_50,HR highest (1std 24h),Age,midazolam_50,propofol_50,EEG day1 MV,Sz at presentation,NeuroDx:SDH,Hx leukemia/lymphoma,Hx PVD,Marrital,PrimDx:LiverDisorder,Hx brain surgery,Hx CTD,OSH time 1st AED,Race_Other,Race_White or Caucasian,Hx CAD/MI,NeuroDx:Degenerative,NeuroDx:HIE/ABI,Hx PUD,acute SDH,PrimDx:NonHeadTrauma,Sepsis/Shock,NeuroDx:Brain tumor,Hx HTN,Hx CNS cancer,Hx Sz,Hx dementia,CA (PEA),NeuroDx:HemStroke,Hx substance abuse,PrimDx:EndoEmegy,Race_Asian,PrimDx:Malignancy,NeuroDx:SDH+TBI(SAH),PrimDx:GI,NeuroDx:TBI(SAH),PrimDx:Hem,Hx liver failure,EEG day1 sysBP,PrimDx:Resp,Hx cancer,Hx AIDs,PrimDx:Cardio,PrimDx:RenalFailure,Surgery,NeuroDx:Sz/SE,NeuroDx:Psyc,Hx CKD,Hx CVA,Hx CHF,NeuroDx:CNS infection,Gender,PrimDx:GU,Race_Black or African American,Hx DM,Hx COPD/Asthma,Hx HLD,NeuroDx:SAH,NeuroDx:IschStroke,Hx alcohol,NeuroDx:Spells,Hx smoking,EEG day1 GCS,NeuroDx:TME
Diag,1.778816476779045,0.026936482966153422,1.294807417574725,2.010554537173577,1.993612196037898,1.1875704353399823,0.8491324661894579,0.6310213328975887,0.4828141575236981,0.3616366789056948,0.4519560990992293,0.22991500488331842,1.2431658396831904,0.8090054030298651,1.169132270798244,1.721806534703515,0.7647607515138839,1.0215278560622474,1.906116646066271,0.8121924995876729,1.326901293016551,1.242937641113287,0.9828149870007761,0.9725748787173792,0.8842698367702579,0.8337099627758039,1.0644108117497273,0.9378583140391851,0.9104834838577499,0.8801024942153383,0.6376727465105172,0.9170686859674227,0.8144374014586433,0.7784868033857055,0.9081973970463028,0.9716514650034966,1.0986747145413962,0.9294104942385908,0.9564752471950749,0.910867790340613,0.9526321265744392,0.8062135215712924,0.7944953055195927,0.9047905156280389,0.9080219756024956,0.8961639382626843,0.9103666041671158,0.8917002714843201,0.9641107890213875,0.869611307294121,0.8273849326419532,0.9019235271568724,0.9586375824912953,0.9315014956323759,0.9502144727863848,1.0252593142696367,0.9563186852346521,0.8523446143641145,0.8422662862617767,0.9057809035165855,0.7947883573896455,0.8990151324330286,0.8958783681441566,1.0257320568669117,0.7740271167547133,0.8596653098826826,0.8318938852725207,0.9585235753222676,0.9643300683024318,1.0349701910611047,1.0018148099872541,1.0223711380272595,0.5234646550525711,1.1564136301955223,0.8636189254904384,0.790494866497508,1.0259701747316479,1.2328691539916314,1.038533620328108,1.1343034374518937,0.8675001695331526,0.9181765913063918,0.9568027804923894,0.9172138055810918,1.1163140471602304,1.0477313001222919,1.478798529816132,1.2630841681033895
Diag,0.763811844630138,2.361108265602345,1.1997117981451966,2.087466166323206,0.9459679167663113,0.7833831107524493,0.7318647136869576,0.2720872569579052,0.9112327544640814,1.7489658765026523,0.5598771798066637,0.7248116557958566,0.7403989990997446,0.74824506715981,0.5377290311160007,1.2812946467484274,0.8774203305988351,0.6366812384225058,0.6255376930406094,1.0003266079156672,0.6837848244751197,0.66827563672306,1.6267812582627232,0.8516173434071469,0.5049901032711406,1.0173540674071133,0.938656825937502,1.0127451911337473,0.8338314547345368,0.9071037784153801,0.9532390473745588,0.9401284867839301,0.9664684394759849,0.9090817283092772,0.935717426951986,0.9208446390045228,0.7832340713508538,1.0698781119959182,0.8109240372060955,0.8557279911400355,0.925070759357607,0.9442387775162316,0.958941942830268,0.7870983025909857,0.8409393931867913,0.7938025598324769,0.8555949480704481,0.9521955541624445,1.0286654777047524,0.8884210772356397,0.8458237410990036,0.8374168352604325,0.8827483345698021,1.0210617679478808,0.7677210165086257,1.0512733459066146,1.016963611999004,0.7627236327736854,0.7992361792355598,0.9417725212950361,0.9000006902236578,0.949005127593136,0.9263464061302453,0.9726335294990148,0.9199623349714,0.9869123004020129,0.8307453202808226,1.0971740723007297,0.5622136895765757,0.9429398869991157,0.9855474150633927,1.025648515258368,0.9906609089846599,0.9520944775649768,0.95783240865469,1.0133810333061013,0.9158341648168951,0.9822409717484593,1.0226816410420358,0.9527428123964504,1.1333927472643979,0.9537785101564297,0.9145620196363355,1.0982849098504701,1.2554126699475303,1.0814183441767553,0.9810359491323042,0.9422147775113808
Diag,1.8843480653795308,2.085578516998281,0.35604838438893055,0.404714287133094,0.41578422586581065,0.6343226377134447,0.7449356865196679,0.733290310147184,0.02070595784528919,1.5541662391655207,0.6185499270633237,0.5402564711160774,1.8006911490184443,0.6512028775047093,1.5502017955518277,2.5425749443366334,1.8406655178179523,0.24115709205804908,0.8894290713437593,0.565753486131169,2.0155808507020643,0.34125782329693316,1.858771319023277,0.04417328602148951,0.32606607435403206,0.2715472889257025,0.44627224277908406,0.5506658349463505,0.6019429134603955,0.861294491195922,0.7982266954401303,0.9432648136121291,0.9810072933517391,0.3804875810955119,0.8761963202266322,0.9192588118813602,0.6635680670541502,0.7044415586709024,0.985049679813491,0.999898879898559,0.8291007148715402,0.7687871726950801,0.7705590930396337,0.9676345548779469,1.1614933633242257,1.1663968381853749,0.685536358241461,0.8239841531847216,1.204358306061507,0.8590752247928356,0.5153891394215179,0.7577822593790515,0.47303232975829873,0.45918809370031227,1.085555691343252,0.9883244262373232,0.7542757383257691,1.4719903105154575,0.8998934808537997,1.0539884120926781,0.44444238094498817,0.5759172457686998,0.5560818003827793,0.4208235288298719,0.24109131259604966,0.6652778746573415,0.6725927203109632,0.3089370092405742,0.11205672931856775,0.28166301565285945,0.41291304162828,0.903513884523816,0.12670458162697792,0.7130969901760942,0.9086897214979887,0.7873846819420152,1.0124894064000771,0.7701093001713427,0.9487616294470695,0.8532707702516223,0.686879824012337,0.7114582083099144,1.3526015132838958,0.8411775250161538,0.9101577863859088,0.9985962988828405,0.8174058109760793,0.7716172423925424
Diag,2.861310167979275,1.1792490349603402,0.5624284355092657,1.3912297704580852,0.7231128911370326,0.9558069412200352,1.2733973327689347,1.6483872648736517,1.7156004571398007,1.471164925572933,0.6974351568739122,0.7131239161860542,0.397409048900386,0.64458016528516,0.7327659710433068,1.0584250139376927,0.5773064264793866,0.7898523297843127,1.1380848292980514,1.2776123925147596,0.5441540847571957,1.4196091024741644,0.9602777318876082,0.9657204231556463,1.6045446253916507,1.005783991929555,0.9393205897404171,0.9645636353728286,0.8400221419995048,0.8695670720347155,0.8937732924825044,1.099408594661795,0.8557653547286665,1.004190634797153,1.2105476957152583,0.7030377699211877,0.7133465359709775,0.7286280646575882,0.6846633702332352,0.809723275053916,1.0183264215961787,1.0813209121524037,0.8796567459603156,0.6951058972124178,0.8343625290258946,0.7505956121403199,1.55254059508407,0.612854095549167,0.9378963193148444,0.8829677003076919,1.1247782767403651,1.0154293296007466,0.9545390579872096,0.8306376775123829,0.9762826787292639,0.5882831132567184,1.1448607677860887,1.0518036285757888,1.271146558831037,1.2359431983400744,0.902735289211478,0.9037739031523891,0.8309874710699088,0.7625038502240026,0.8452790355128829,0.7698322365615806,0.8694435533740704,0.8291451445665605,0.8739066217769792,0.7441588892719558,0.9264309739419953,0.9305893515183173,1.4513874447530406,1.2280837758250982,1.0316712406291733,1.0025376769704146,1.1242465783791435,0.6646729903071478,0.7637314149432342,0.7669008069603894,1.144922522709778,1.1465470604323627,0.9949086222328912,1.007936975326777,0.8317779758828437,0.5248419995578367,0.8357752838482814,0.2325808455416566
Diag,1.7074195342745744,0.9183020891013479,1.0161223358392766,1.1536634791729254,1.3194743684410108,0.7167028361382436,1.2950965651436388,0.6299523902297626,0.9366941991399589,1.9885298436340808,0.8862959370078352,0.8702945117766203,0.8547122480765637,0.8344040108523391,0.9573764949615218,0.7889163671632532,0.9023828048508094,0.9256065089003578,0.8626153368660456,0.9665765510618122,1.2683780735089623,0.8511779972663386,0.8217591574169,0.9284848732801054,0.7005876836815054,0.7723678639146428,1.6416937677657126,1.0236552430085164,0.932503828594113,0.9395466970688976,0.775591622197063,0.9740211706626614,1.0159064011624257,0.9777926353606692,0.9596036697514114,1.0305196256251317,1.0012420429866735,0.9667557331124631,0.986079896624781,1.0703184015902791,0.9952796992540829,0.963924737517274,1.0080879356934924,0.8738920291896848,0.9004484557261938,0.8394669641467621,0.996810928121054,0.7695985565604108,1.0264338186202835,0.8494386015716192,0.8621037567769808,0.9151074110565925,0.9076579743935919,0.9210111672079853,0.4206211729256499,1.1301693513285984,0.9408127343570356,1.029923178388582,1.091225484704418,0.8578606115415943,1.166992800761944,1.1879030664393784,0.7080481084433946,0.962403061906384,1.1894080195287207,1.1457538898244926,1.0586086604136846,1.0453134281944356,1.111306688793089,1.0201081760863253,1.1456044099602294,1.066481269408945,1.0070544556653613,0.9522827391533495,0.9619567587858623,1.1226110075444962,1.0163009104350234,1.0003791377505369,0.940492273900977,0.7433739176714264,1.02514212170491,1.0613395649411055,1.0461211247149305,0.7874167577826946,0.7598450373269215,1.0746157866602781,1.063370841634126,1.0920964100491024
Diag,1.728561596923422,1.7618744406716755,0.8388675216544706,0.7127062832157995,1.7374489523725642,1.6780634472153413,0.7448947964741568,0.9177528871370282,0.7878884909150726,0.9352330444685545,0.8950673480651178,0.8101291867025374,0.7013475095193774,0.9196123247027703,0.8023929619095903,0.79376232394261,1.5693289305320648,0.7862040660323293,0.7826804633531911,0.940024147902807,0.8462272991432973,1.1601106048736312,0.8496034856103446,0.77613102578888,0.7682890299584595,0.7553227025406979,1.5855387229539266,0.7539166406204244,0.8149158141377515,0.7281139628697647,0.8009853777366646,0.7350360798215309,0.8049041186326881,0.7279317575730915,0.9068297552641275,0.8012173294848864,0.8200844704450653,0.7763224877274052,0.8421890604119873,0.7815308272120225,0.7602988536281611,0.8065361547587977,0.8321894319973484,0.7914957239972835,0.819141165307028,0.8415658872842138,0.8634100459047979,0.7890000060887075,0.8586670794669145,0.830429871984188,0.817023660468393,0.8006755296448287,0.8523093419601188,0.8538396321431297,0.8715804931066387,0.9683129962003859,0.7607403502791951,0.7942730047919813,0.8323335859169646,0.7823836823007227,0.7874037185554849,0.8334031960494374,0.8598920817476929,0.825320887242985,0.6279086493144197,0.7945739634984814,0.8239742491492806,0.7458176729696397,0.765403296549263,0.812729978499285,0.8169402496677499,0.886439218743901,0.7918811172560153,0.9000472290948506,0.8615028385669747,0.8260785216314709,0.8230227780620223,0.77839931655701,0.7990352478811398,0.690955332645094,0.6987105773558894,0.7800111373104411,0.8215565490046348,0.8004929101900019,0.8434843658062466,0.8111447103804175,0.8876701390095277,0.7639389687171196
Diag,1.6087481674044597,0.9180358993512773,0.8960885586156111,0.262045277306741,0.9208397244400707,1.6021001904751606,0.4847438298565432,0.8378960856240066,0.3497411316254684,0.3405993565241338,0.7527712289900227,0.5511290501198245,0.8200820265340459,0.5753904054706873,0.7934336885136748,0.4697211596570396,1.5692867865382139,0.6527241684352102,1.49409532020618,0.5414850055774525,0.3832766160547239,0.927152613352303,0.12340698408076156,0.7206951115468634,1.0471461659722079,1.0032149829257497,1.3148673790590657,0.6197056299976572,0.5743080510630151,0.7174715615409206,0.46716652724635355,0.7975194877659816,0.7337589102360879,0.6424322893184248,0.9895199330838114,0.7593779540385067,0.7412316097429784,0.7624434024445337,0.7357635183844562,0.7918148023128245,0.6646834766222789,0.7817736272504852,0.6987263217230092,0.9746304352393195,0.803238650968351,0.8065139214296988,0.9081508850431756,0.9793594561868676,1.039311413126826,0.8308815104679387,0.7486591542355997,0.8499617118812091,0.8951572065858988,0.8093046809655581,0.9129319353668183,0.8139319184125825,0.6965070074555095,0.8526026399115916,0.8656589468931487,0.8491477590530156,0.8017437062277749,0.7635070211881598,0.8651120642074571,0.9076222151109542,0.6509013382801448,0.7779032664129804,0.7789409234455871,0.7403104030828981,0.7870605488093578,0.7754163295474417,0.7387715809743547,0.6781716464286041,0.785163767980609,0.6061868162181698,0.9188710664238681,0.6963318458469357,0.7184557579177216,0.7486461066044651,0.7699332015722128,0.7582066882980135,0.6532924148191486,0.8856995692139988,0.7959340202093053,0.7304902481208284,0.9484849312772718,0.953537249202127,1.0050875287450884,0.8303120374792671
Diag,0.6315297038783615,0.9362587332008144,0.8358615581058466,2.17048689156164,0.03150338072237859,2.7004976842757666,1.1068265848952266,0.46030781680474464,0.6898371612526594,0.8976512491360705,0.6904990499578015,0.09751490534690038,0.777520167327238,3.632933565077224e-05,0.2535044471121025,2.3239944472998424,0.7692081330210598,0.08448649392854769,0.6256080818002285,0.722632698284409,3.303629954323496,0.514687242851696,0.3072683774998909,1.1599762226494807,1.3407428263617944,1.4550624893817417,2.8897480410310092,0.6539625340377114,0.4273734949098166,0.5855154555039999,0.4659623962297797,0.3267221436929907,0.2756728431482198,0.7059276890972711,0.978927069742095,0.5253993270891569,0.41071084619260323,0.5938278108031161,0.4644282793924016,0.29587595954113993,0.2988485400259685,0.5807374492956183,1.285569811731011,0.3603678746536056,0.0656912540375321,0.2712162550547567,0.42528264439550345,0.2993833129321369,0.34162935900748503,0.653460747098035,0.5217281782792734,0.0009998387100335704,0.35693509493525966,0.3919161005455433,1.005440774948982,0.5450797144862897,0.059284170932764675,0.4288258830782526,0.5227671651886611,0.12434368256367595,0.5930886579284068,0.43167473611982776,0.354717263372197,0.35903911456482146,0.47152213374216495,0.20148693392730072,0.4699754522395045,0.45082959649094284,0.39902720319142704,0.7711096754511291,0.4671501013506929,0.4644866194472507,0.6258356912598678,1.0576568073665424,0.7144639942965363,0.6085919905959745,1.0249278000493378,0.8524985345893266,0.478164125557284,0.6656674074163645,0.924355666705765,0.9237788463963549,0.9133465022903422,1.089790114095488,0.8386097806399826,1.099166048683645,0.7439783082393602,0.8793979732854239
Diag,0.7201086250555208,0.372608567299254,1.6554105247751314,1.2343075102637937,2.1130038534403033,0.8093436755681149,0.8008332265907228,0.09611290249425233,1.215796465076072,0.0009487294780902998,0.15309055310133865,0.2357233167371745,2.37864658854538,0.8030683191412641,2.0656670121325624,0.6828049501411297,0.8302615018039029,0.4443169615661395,0.33770959511282966,0.19811683051233803,1.4655867068466963,0.8594197103035404,1.0192886249396234,0.2615226552842485,0.01617006291447173,1.6723843100093734,0.9009270219822615,0.7736086844538945,0.9727963217920008,0.8002602153365275,0.9596767254461049,1.068013870191298,1.0542502850849942,0.899293872146309,1.006288638961744,1.0517590820828875,1.0598491335743785,0.9080843620528668,0.8512139260220477,1.0444232924294545,0.9144784513512614,0.92486636084094,0.9549855637350068,1.0291544319150052,0.865159570730786,1.0545262747977098,0.9092907239921587,0.9695885314462438,1.0403704158638591,0.9099567128655013,0.9404188207076947,0.8523175392946335,1.0364731656334352,0.8906531713790997,0.9993592779021764,1.0232217832771018,0.8944598379251277,0.9768115929764667,0.9031814472058275,0.9322454373197443,0.8455167766934499,0.873317844373791,0.9853105596935497,0.8392576022646675,0.9441053828478048,1.0077239056363523,0.837330465579419,0.8358988925832881,0.8319083531824443,0.9820374516265193,1.0119621949457156,0.9920011399783264,0.811885141574682,0.8685705980703716,0.9472297535111364,0.9762370659337887,0.8035748698450801,0.7910689665686403,0.790966828238045,0.7483955266186574,1.0130543503740892,0.9859357708759482,0.5202158805620741,1.1430097591823734,1.0651431814637573,1.0170678668757844,0.9431733870776606,1.1689694750984108
Diag,2.070851858046888,0.7581085148171575,0.14349823025001923,0.39978798211352984,0.5195806957036185,1.5252627645919465,0.5429385307301763,0.06640165080506072,0.5243548488560075,0.6286525646198203,1.2888532023363142,0.6015982097044297,0.7456971059527734,0.9435910606486934,2.0205081894195005,0.20327862636187682,2.901263005980832,0.10627335103406832,0.7369189297258437,0.7883244035300331,0.26304929922034115,1.1187725648125686,1.4064668724575566,1.022505671417272,0.5630778184979774,0.660705333855829,1.7528618900252397,0.9837654333030609,0.8489576720908432,0.8607926845983499,0.6400576997903238,0.7414890079078126,0.9153674382627772,1.039694301858345,1.1115616077102588,0.750886656701392,0.9756245577993029,0.9804952255931831,0.9082873586798603,0.8423547756293666,0.7166127600073351,0.8294161070321909,1.020156904456845,1.1805802718611227,0.7704266931991052,1.1575993583736006,1.0704534276815336,0.7443757939620019,0.8369207452566536,0.653977312484488,0.9922574253771144,0.811429386849714,1.007229106558053,0.9951122546900076,0.7545263034396679,1.0950667445514577,0.9527770610242859,1.0427592080966883,0.7167511016335043,1.0614727088171876,0.8800444270994011,0.7558545425570588,0.9188045664487998,0.47091030632470676,0.966653966107312,1.1059827292928703,0.6650112277508918,0.690429960272531,0.8786390716087998,0.9009629418348809,0.8470733422638104,0.9793836923045292,0.9637596337030614,0.7777846053763294,0.8455005989930938,0.8208968922584262,0.6967111472945396,0.8590566667061554,0.8596460219169532,0.9054402413560444,0.9154022510303835,1.0821070344754269,0.8644621806111977,0.9197603600127982,1.0863002215679811,1.0500847085258547,1.0587836334285805,0.4571080071320468
