,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE
"(0.10,0.30]",0.0,0.0,-0.39999999999999986,-0.6000000000000002,0.0,0.0,-0.3999999999999999,-0.20000000000000007,-0.3999999999999999,0.1999999999999999,-0.20000000000000007,-0.2000000000000001,-0.39999999999999997,-0.19999999999999993,0.39999999999999986
"(0.30,0.50]",-0.13207547169811318,0.08301886792452833,-0.07307692307692307,-0.06666666666666667,-0.08727272727272727,-0.047826086956521734,-0.10384615384615385,-0.047272727272727265,-0.05098039215686274,0.059574468085106386,-0.032,-0.20655737704918029,-0.17727272727272728,0.12692307692307692,-0.1419354838709677
"(0.50,0.70]",0.20000000000000012,-0.3999999999999999,0.3999999999999999,0.19999999999999993,-0.20000000000000007,0.19999999999999993,0.19999999999999993,0.4,0.2000000000000001,0.3999999999999999,0.3999999999999999,0.2000000000000001,0.39999999999999997,0.0,0.1999999999999999
"(0.70,0.90]",0.20000000000000012,0.6000000000000001,-0.2000000000000001,0.2000000000000001,0.6,0.19999999999999993,0.0,0.19999999999999998,0.20000000000000012,-0.39999999999999997,0.5999999999999999,0.39999999999999997,-0.19999999999999996,0.0,0.20000000000000012
"(0.90,1.00]",-0.09696969696969698,-0.0931818181818182,-0.02795698924731182,-0.09607843137254901,0.004705882352941191,-0.017204301075268814,-0.09999999999999998,-0.1306930693069307,0.045161290322580656,-0.030769230769230778,-0.07755102040816327,0.019780219780219786,-0.1662921348314607,-0.025263157894736828,-0.006249999999999994
