,DBP highest (1st 24h),levetiracetam_Hill,valproate_50,Worst GCS intub,iGCS-Total,levetiracetam_50,propofol_Hill,premorbid MRS,valproate_Hill,phenobarbital_Hill,propofol_50,pentobarbital_50,DBP lowest (1st 24h),phenobarbital_50,pentobarbital_Hill,midazolam_50,HR lowest (1st 24h),midazolam_Hill,Age,iGCS = T?,APACHE II 1st 24h,HR highest (1std 24h),SBP highest (1st 24h),Worst GCS in 1st 24h,lacosamide_Hill,SBP lowest (1st 24h),lacosamide_50,NeuroDx:SDH,Hx dementia,Hx PVD,Hx CTD,Hx smoking,Sepsis/Shock,NeuroDx:SDH+TBI(SAH),acute SDH,NeuroDx:HIE/ABI,Hx PUD,Hx liver failure,NeuroDx:IschStroke,Hx CAD/MI,PrimDx:LiverDisorder,PrimDx:GI,PrimDx:EndoEmegy,NeuroDx:CNS infection,PrimDx:NonHeadTrauma,CA (PEA),NeuroDx:SAH,Hx CVA,Hx brain surgery,Hx leukemia/lymphoma,NeuroDx:Psyc,PrimDx:Malignancy,NeuroDx:Degenerative,Sz at presentation,Hx COPD/Asthma,PrimDx:Hem,Hx alcohol,Hx Sz,NeuroDx:Sz/SE,EEG day1 GCS,Hx CHF,PrimDx:RenalFailure,Hx HTN,Race_White or Caucasian,Hx HLD,Hx CKD,Surgery,Race_Asian,Race_Other,Hx substance abuse,Hx AIDs,NeuroDx:Spells,PrimDx:Cardio,Hx cancer,PrimDx:GU,Race_Black or African American,Gender,NeuroDx:TBI(SAH),Marrital,Hx DM,NeuroDx:Brain tumor,EEG day1 sysBP,OSH time 1st AED,NeuroDx:TME,NeuroDx:HemStroke,PrimDx:Resp,EEG day1 MV,Hx CNS cancer
Diag,1.0643532266167723,0.5398312311912004,0.424258907875203,0.6838768985274206,0.15281398357694403,0.008161674419668046,0.9945554059987793,0.32390795708140363,0.8506957748525651,0.80164889010165,0.5810067007632258,0.6826671274662112,0.9001407914857662,0.134772215088046,0.4913499700932331,1.5795927191042771,1.4064107234817251,0.1231096452078507,0.37275517728425633,0.15167511013005358,1.2891808493244465,0.06137607022118169,0.12133291424225315,1.6353771319854826,0.01419612187735535,0.8180811558174466,0.057934753918556264,0.5516516172885264,0.7804441623187112,0.5912227168578389,0.8298516784592452,0.7533543316775039,0.8266020207435512,0.5740153016182787,0.7952322844996201,0.8987860659206791,1.188211256542404,1.1305701791781366,0.9872313647482399,0.8306561188171117,1.2031385075381018,0.7142464596360809,0.8264960569950688,0.9803180756062411,1.5358294340431204,0.7734468767310708,0.9660532553976481,0.8921484416509862,0.9840686433348567,0.8039591837482468,0.7026184945101472,1.0019882027035485,0.991018548666474,0.7251685168107344,0.8547081194351462,0.8875134157529537,0.807387135952471,0.7184601700581289,0.849521648733889,0.8189401469847598,0.7896630453059673,1.2141339225524568,1.073179011189706,0.8346499947506255,0.7844590077980973,0.8778919774503022,0.8973300201464881,0.9446951526103107,0.8854041712054908,1.1086381127209803,0.9968887034923146,0.9719496468424089,0.8052168892943039,1.0431031645588977,0.9619706935090525,1.0917918269125442,0.9598045573761566,1.0108658588424506,1.0030940935296713,0.9612108283161829,0.9633353858232662,0.8987738385143885,0.8882892916770238,0.8371198473325121,1.1480817105964223,1.3632991393578675,1.185024108091625,1.2159014490915665
Diag,0.9874164558136983,0.8130873625263229,0.5110063197650563,0.514795068922897,0.2332019674223631,0.47548135452776347,0.29052343723219654,0.3924960832002819,0.19941031861855013,0.31177929504671525,0.4840113931318448,0.4419696902838593,0.5825455839620499,0.39790154413872064,0.449601120446061,0.3051887397968135,0.5531160008944881,0.3248815247789141,0.7178021509736789,0.4106438484485067,0.41212938920331893,0.39943679102457313,0.8285380552511215,0.18462247203760837,0.396852357140375,0.530701340519811,0.4933583374024224,0.5462372306707273,0.4550621774981804,0.5332768904629346,0.3696996867997743,0.5721700093637317,0.4735462318046782,0.5653930429518151,0.4418439940827015,0.4172150683321128,0.5619746986592363,0.5140436414132862,0.5336705347134083,0.34509264431619274,0.5266963129005701,0.5553050467835052,0.475764648968137,0.5587114339712665,0.4677503073407092,0.4131765285235923,0.5919492973917142,0.5086491647383843,0.35655242406153664,0.38739076826789814,0.39050435195855604,0.5085638869659569,0.4390145843452937,0.43522722051043133,0.5760072955866221,0.5007015488562366,0.39596290645164983,0.45888443323291667,0.5126635008596363,0.46449187829052907,0.4619429099986762,0.5270413040544694,0.4129767288412885,0.3860384549603056,0.4490813620934197,0.3221184163977027,0.46339866267519725,0.43137951422792686,0.5155079625799269,0.4599884510586782,0.4666902238726824,0.49304920766774163,0.37839079738631165,0.2576871878121476,0.3677305466706583,0.4619759850164039,0.4963554842732015,0.4480531850697623,0.4431266242755627,0.33055677542079465,0.39860440673038,0.41696435423427436,0.35708889380411707,0.4648084896361266,0.4689434205305318,0.4184313018025497,0.5070013012196413,0.5110252546722034
Diag,0.7199967338968913,0.23771589769267457,0.4062792280861595,0.14046589903456524,0.09452970643465133,0.296810892143677,0.34860639672318444,0.17604743455768643,0.011827789330321251,0.2927353023256033,0.26914389115007253,0.2905732735661907,0.48912071488310094,0.3502644233123561,0.23579423961566748,0.15879244215944457,0.0005446869005907043,0.16754526521399377,0.42438452509596913,0.36023000962430984,0.37109441823275924,0.3807562556458817,0.2186076718488315,0.24119642002681455,0.29942903563787954,0.28676278571590347,0.47602610470727186,0.49406042540978123,0.19859602701762558,0.06480679091219688,0.29465339296336984,0.1863678133991582,0.2344763946066299,0.33393959158206066,0.2580186259039369,0.3080125606447715,0.404003447477187,0.22179014930941582,0.21039494692007343,0.2965350996212179,0.2700922814871565,0.24231819605620616,0.18970608330803024,0.11458410233303781,0.33542431929923094,0.35408762473944866,0.2769366391126971,0.22997267137655197,0.23109440446912752,0.3672619094770877,0.363985146979046,0.1628622104048009,0.3702969181187524,0.2385130211076789,0.3539427191296673,0.11008527322338045,0.23401578524335837,0.2884074431154569,0.592760318576126,0.2164033265463859,0.11671981469125706,0.20140388710765028,0.21689513672261798,0.3293784411587902,0.15766056648898724,0.2589084186234623,0.09078128572315212,0.2815966036534854,0.35033911660729034,0.17535569983152696,0.1899848270692656,0.2539668569641314,0.26604452464431994,0.3846452274039859,0.3770456972691377,0.29298220511270395,0.14327615113852055,0.3236886764686314,0.04322636431240498,0.43250420460494576,0.2616261727080354,0.15173249923190046,0.35205132979597925,0.29416685478718607,0.0755810885027049,0.028474228653516946,0.23805389210048694,0.015509936556274813
Diag,1.2574328703093873,1.185868039132296,0.22757458336557052,0.10724337111052161,0.15888721328626523,0.7790702718730701,1.23615413671119,0.31130908468869983,0.2922368463313206,0.5360881037211765,0.7387909926598857,0.21304606524021635,0.966160139835245,0.237770426464925,0.6050265598046375,0.433279489967435,0.6522705663400589,0.3911336944513795,0.5748219702989065,0.5449030489757292,0.6778244394611428,1.1413410278625462,0.4036217057805551,0.6299898078656854,0.7864773987589121,0.11893062955716482,0.5760818972316141,0.455334814507099,0.44779811024534916,0.39186589199823924,0.5180406224697934,0.5411374203496921,0.19878558590242118,0.4244584082023767,0.5616657905268861,0.6213130343460808,0.4850643688525629,0.5490754091011166,0.3176568582225617,0.4237058897482954,0.36126941609356467,0.4721330251011698,0.5709186067001826,0.3792041558887915,0.47666161088307385,0.4986233157727602,0.14245826847635498,0.5818713110385061,0.3179416686435561,0.2618273289842784,0.5288238546968831,0.5323706077227803,0.6747745672199917,0.5112519036926342,0.521853591056571,0.4425367743713836,0.5000253625151377,0.05792537296670233,0.48438235068066404,0.16876127091113147,0.5307296219195596,0.35123161127551683,0.49552108597644723,0.37390347259188,0.46260889798562904,0.32907130520001465,0.30683436713679274,0.3756064530237427,0.6474054808607485,0.4927106585424992,0.3255336548350841,0.5890268784684711,0.36473819534317536,0.3943816508337964,0.2486477624937632,0.5949079778480281,0.1893854074639876,0.2759549370398877,0.802249185524877,0.4923480008847744,0.40032203744415756,0.883021391584223,0.34764339990857235,0.3819178064671392,0.5108377997080049,0.7531340996986002,0.7091252391075052,0.6391926600796417
Diag,1.02984272313438,0.6720016490702312,0.42081024247562016,0.5010650723550878,0.714982203476277,1.0912238898164757,0.9346190071820936,0.3160304853710618,0.5148768249578971,0.3733534021965362,0.8675822042907871,0.6920790806299589,0.9778954384509156,0.39765585910551915,0.023978875786044046,1.6977839285246805,1.0045004870216885,1.7862784267123617,0.9551856256406502,0.3161102627235202,1.0083897179223411,0.9737550719404449,0.9934098719343246,0.5778430075993756,0.12562478237496652,0.9855135201326878,0.6261750200372732,0.10536298506461295,0.17535469105920423,0.08581175463022929,0.0550303489906139,0.18654822376460542,0.3122396773549569,0.046502755042856773,0.015758188371631218,0.035618746004004005,0.007639107956364382,1.340959999902311,0.8768449027503579,0.6097261563958373,0.8213216525885931,0.8349163978628311,0.7619259719306436,0.8840554039656593,0.9693891706962241,0.7632265016664592,0.9853572871658561,1.0237790061487289,0.3140669976075359,1.2586066859744685,0.9599591814558782,1.0373996544460848,1.3207047258364306,1.2527917926054717,1.04367524640944,0.9598167648897292,0.7303219101353182,0.9994720945938496,1.0198165796727232,1.1506141669096197,1.1635151552296352,1.0063955147112742,1.0002066831548067,0.7303283549218832,1.0409712209810975,0.9060096571224875,1.0875171359644613,1.0263603933605783,0.9520802607699427,0.9920056826935818,0.8431714813066831,0.8472529358157512,0.797781217039337,1.0176287801763595,0.7706073474709649,0.5968700857582206,0.7658273111330247,0.6489035080318939,0.8841381475074506,0.8809260249402275,0.8950783833928285,0.9408872254931611,0.8347405775011048,0.9116160006201398,0.8719746583448518,0.8808069911433563,0.7741371862103648,0.9586883793543725
Diag,0.1347193940678677,0.29697384888157013,0.008848836617880424,0.18820686605642825,0.08443293894193758,0.3471275390704708,0.2457598425271455,0.31300687935462357,0.41689190311310986,0.43256181254724735,0.11028447164390355,0.4490308723723656,0.35359459997900383,0.1233830399553971,0.08736474797071171,0.17424099350028646,0.18710474355758921,0.007698935491706145,0.2818752238068996,0.07219298832424506,0.6308039875758795,0.2928582923945016,0.2065649091922852,0.16245412226489622,0.18490346868999244,0.11346689396220527,0.19009634113209503,0.20210807684398657,0.31521023518207103,0.5202370361324964,0.31477193574956197,0.32243158509898695,0.4413039868428188,0.1998088683779305,0.11673153679947215,0.20510348793517033,0.2051466412643939,0.31315453335404797,0.3357796256391368,0.3251574352171259,0.16212946418390498,0.19278014235331223,0.40042758500029224,0.3596298148208037,0.21488116768062376,0.15554615132985988,0.11493404306130288,0.17689096141285685,0.2238359879510455,0.2914394931771085,0.1857960027983423,0.011963350292508512,0.26404565164307836,0.05957861903923871,0.11038093214727784,0.24260494526306728,0.4412415442588633,0.051377456876445515,0.37100878389233655,0.4662118955119389,0.3847944871447044,0.14591312417838362,0.20324063019943853,0.2855504044693557,0.2528693442562583,0.44454041477956735,0.26849483541867564,0.3680285901507927,0.28455306836756517,0.25394546956977393,0.36262646550874117,0.17490832321600944,0.20671385282105842,0.31028008694091697,0.4549938163208554,0.3165226368499452,0.19873581969239845,0.43116008187234584,0.35085992763170004,0.30543309843292804,0.28549043014215303,0.20207540513075004,0.27605913056848375,0.26426974445453544,0.21250012108224586,0.26486331137700003,0.4288053053590367,0.12342444628087734
Diag,1.292626203712092,0.5699375708092461,0.3973719864945534,0.733809721934337,0.8053994388992569,0.6816946974334355,0.6112601241720177,0.6832467297280336,0.6480270929586234,0.5792879435191698,0.9385196444058552,0.5126170946245092,0.7046794679372687,0.7903042360971249,0.746568546981525,0.8406417491517207,0.7284743495099937,0.5391944752906379,0.6183516319768962,0.568557626446983,0.852148641735038,0.7768996705127232,0.6069633077252861,0.7693833979536168,0.5609035470759617,0.8904788325219234,0.5348300208020117,0.6208271949342818,0.65900727917068,0.5698046503403135,0.6122441623031207,0.619070666856512,0.74485951525761,0.7633603425414573,0.767459207714357,0.8822399147090241,0.895834767408145,0.7515006910505092,0.7784773704592428,0.7853773379418499,0.743750070411281,0.8319530736655603,0.8582665945860775,0.8474815005735076,0.9012432012920173,0.823758454384343,0.8645269883888036,0.794730940079783,0.7865670644189822,0.8404922772633195,0.8769722961650164,0.7842923400567651,0.680142354100742,0.8598269041003362,0.768789551872664,0.6908310869843693,0.8693590715787,0.6940723165831194,0.8105276221595222,0.8345736353110276,0.886679478951877,0.9284181347412724,0.7661269423539722,0.8011327503183476,0.7267181644736648,0.8506444810765871,0.6985693922399787,0.9095742265618049,0.8621583009133689,0.801142098316158,0.7118965499566655,0.8982483770452352,0.8486644240752236,0.8048690014161666,0.7838659761150055,0.9218751802717496,0.722940245186838,0.7743889129106658,0.7145781262408415,0.832480106072723,0.7306190164101545,0.8187832732434545,0.8082804072385508,0.6558427935190237,0.5962878170892157,0.6640509388114163,0.43818703751057203,1.0927975658816613
Diag,0.18703981109859133,1.8671165172828492,0.7221912644177237,0.7047861209030267,1.6578929503037036,1.403671291035241,0.842980625257369,0.9430531967840544,1.165078509653551,1.2436073532477356,0.7776520036770551,1.0231102636682425,1.0138842455110642,0.7315557832383309,1.134061475929143,0.9279922093452163,0.6678911337228823,0.23545912839969602,0.7174749506517363,0.39420807539383285,1.9185719126373257,0.37994538851996085,1.8776646466203728,1.011111388631244,0.5789833389840865,0.6673763353243104,0.40781105933277767,0.7574864800585823,0.704300862852743,0.755644122042061,0.7536369878497321,0.5848124637719353,0.5235505695698713,0.7775564170843552,0.7781741795775086,0.8027595827946884,0.7362769924680894,0.8402965002916478,0.7673287828424112,0.913306629351449,0.7649821487039423,0.7183753954508382,0.8189887687997396,0.6586652914603036,0.41135193166101236,0.6662328605909915,0.4625704344913686,1.228036830354034,0.7890010448448067,1.0889214290742475,0.82928068753767,0.5854659256973221,0.9248564701090478,1.0188949698830154,0.780825364337495,0.9011452024514144,0.590501150771873,1.001216469246512,1.1046843837915994,0.6701974363163572,0.7949201428094771,0.7804595375394152,0.8365386923024983,0.7468076963433825,0.6465998113634003,0.42726695285343547,0.6572300732892431,0.9236880950342725,1.03320152124517,0.6233029238898545,0.9674253041024232,1.040987754066171,0.9072232329280205,1.0080236681419148,0.6213529405702752,0.6752851144748806,1.1777473993178056,1.3069089145382964,0.6219275721005074,0.6453982568911987,0.9630096782623365,0.9053958781657502,1.1356342245900035,1.1652370843100466,0.7751873753955497,0.7573922912395583,1.1133096466915924,1.5507950143260212
Diag,1.8228876131036769,0.5497720177972786,0.2594703980184139,0.18636979022905792,0.4639394453473003,0.5380090993425267,2.0078089870928912,0.6443959309138502,0.9689673108052252,0.8350434562448455,0.8096885157656311,0.2843590368069954,0.8439401304838624,0.142403337537678,0.20093436338816384,0.9537766188061705,1.9383228557961805,1.0213536035352613,0.7525165600559053,1.013992039861959,0.956185093288771,0.5106476922017271,0.9330567586139139,0.555816220659389,1.0035287929247172,0.05515319337989966,0.8834485706510933,0.9425564796525085,0.9091034787285476,0.7791833035973573,0.9251643843006133,1.0256410549715387,0.9144854662071248,0.8198613955812946,0.9027518032196331,0.931628998345174,0.9180231170792186,0.9690795377953741,1.0443788344585516,0.9069465707767247,0.8695207790218287,1.0498858022162807,0.9701249115000554,0.9520705520163965,0.9148552134807539,0.9366730673394564,0.9701713826994591,0.9649149946701301,0.881474786801845,0.9665578540366899,0.913683355673777,0.9623544914747896,0.8710271552530766,1.0085628873358667,1.0066690636713673,1.220231044871878,1.3031199277585064,0.989879768973186,0.959928892215367,0.9646970850360449,0.9757180557596454,0.9460197167855121,0.8951214041482853,0.9592232104662605,0.9341218242253607,0.9539736920146633,0.9536956081084728,0.8252699886635126,0.9792465172910642,0.9309532069958261,1.0278365627178163,0.9014714334688341,0.8360116248502137,0.9367283053776252,0.867870861919313,0.9960485117599474,1.0822996968725953,0.8965445220609536,0.7986354584213583,0.7173643721295305,0.8812310372464266,0.8878118878816259,0.9122354533476958,1.0398041447525221,0.9328590441891332,1.0315671433175444,1.0310531171531492,1.226190129849675
Diag,0.670272216124525,0.454610544152659,0.313321428058481,0.4018191033578546,0.27556517154565724,0.40858528418550655,0.05142984800400162,0.21868504466996236,0.10668307727303916,0.5316351913355031,0.2243163670473863,0.2028581292126364,0.3192581874706444,0.5964748219743162,0.419738373413552,0.28291441099676645,0.3974892571374722,0.40434539827652455,0.3154458273801547,0.39210295421836866,0.9306873308460551,0.5213681570403893,0.27809629641184214,0.2963254725374277,0.5931651910388107,0.3191087108143044,0.49559403777770183,0.39638678625294727,0.2783539508158005,0.42340907840943787,0.3088731079533323,0.2097806568282524,0.4365821212616032,0.38417483395751745,0.34347855291936763,0.3367528045428534,0.2391751911527917,0.4591144924813331,0.339562195316844,0.534143768411338,0.1797854846905545,0.07017447579948995,0.6672375633113363,0.37985362169045467,0.3401575760719267,0.32197952386561035,0.4685458477431303,0.40118621938475213,0.19261575821817079,0.3480426971024635,0.19367377843030853,0.38175202667940966,0.25961363641477875,0.4530438368796779,0.624118619317006,0.29336675294207576,0.3472694906080148,0.3397322595997942,0.37046540997782657,0.22509397284582194,0.4544859770939929,0.46202214065725317,0.5296778943774514,0.1350684995628821,0.5688774641196878,0.4211315592042023,0.4365027827237529,0.29142616287886114,0.384524724221017,0.6283831866397342,0.3732122977869786,0.1718085277020167,0.288203697122665,0.2894396508650978,0.2347599183076342,0.2232548027310743,0.5603501600409582,0.4004499596450698,0.15375732023629632,0.3079149897627521,0.21169726454297436,0.24447699411428403,0.4222436719547201,0.5261957536163725,0.4871223810076897,0.3180196385697954,0.15094136901421973,0.34872932670162027
