,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE,ATE
"(0.10,0.30]",0.056842105263157895,0.03636363636363636,-0.0673913043478261,0.039080459770114935,0.003960396039603968,-0.03673469387755101,-0.02830188679245283,0.021428571428571422,0.043750000000000004,0.03617021276595745,0.03516483516483516,0.05940594059405942,4.625929269271485e-18,0.04848484848484847,-0.030769230769230767
"(0.30,0.50]",0.1076923076923077,-0.02894736842105264,0.060606060606060594,0.019718309859154935,0.06111111111111109,-0.03896103896103896,-0.017142857142857147,0.02195121951219513,0.04411764705882354,0.021333333333333322,0.06857142857142857,-0.015999999999999997,-0.01842105263157895,0.04155844155844156,0.0865671641791045
"(0.50,0.70]",-0.020930232558139528,0.09382716049382717,0.037974683544303806,0.15584415584415584,5.224578939412501e-18,-0.01428571428571428,0.015584415584415602,0.05185185185185186,0.04772727272727273,0.10352941176470587,-0.004878048780487804,-0.14177215189873418,-0.06341463414634146,0.06666666666666667,0.15180722891566262
"(0.70,0.90]",0.005263157894736835,-0.00919540229885058,-0.0022988505747126484,-0.03750000000000001,-0.09873417721518987,0.08,-0.06172839506172839,-0.051162790697674425,0.031325301204819286,0.04137931034482759,0.03333333333333333,-0.032911392405063286,-0.0878048780487805,0.08433734939759036,-0.06588235294117648
"(0.90,1.00]",0.254945054945055,0.2783783783783784,0.18461538461538463,0.3159090909090909,0.15949367088607597,0.2853932584269663,0.23076923076923078,0.2894736842105263,0.2629213483146068,0.28888888888888886,0.16363636363636364,0.22758620689655173,0.31538461538461543,0.22916666666666666,0.2536585365853658
